city,area_sqft,bedrooms,bathrooms,age_years,parking,furnishing,floor,total_floors,gym,swimming_pool,security,near_school,near_hospital,near_market,price
Mumbai,2212.3138660386217,2,3,0.7280049154446849,0,Semi Furnished,Top,3,0,0,0,0,0,1,31655517.125
Delhi,2275.622633213865,3,2,65.36993488441077,2,Fully Furnished,Top,4,1,0,0,0,0,0,29575530.0
Mumbai,1941.1432462996079,3,4,17.9116682164084,0,Semi Furnished,Top,4,1,0,1,1,1,0,30565431.0
Kolkata,1119.20606748189,4,2,5.8158954238118294,2,Fully Furnished,Top,3,0,0,1,0,1,1,12435050.0
Kolkata,1346.9930228212957,3,2,2.4606330250616804,2,Unfurnished,Top,3,1,0,2,1,1,1,14068728.0
Pune,1572.7136087028798,4,1,7.476822247634745,1,Fully Furnished,Mid,1,0,0,0,1,0,0,18256305.0
Jaipur,1148.1448003342834,1,2,3.737802423477803,1,Semi Furnished,Top,3,0,0,1,0,1,1,8873372.0
Jaipur,2346.173286231602,4,3,10.22282203480334,1,Semi Furnished,Ground,2,0,0,2,1,0,1,17706798.0
Bangalore,1572.1632358630184,2,3,22.8415226156561,1,Unfurnished,Top,3,0,0,0,0,0,1,14923464.0
Bangalore,400.0,4,2,16.187898477586035,1,Unfurnished,Mid,4,0,0,0,0,0,1,3768759.0
Bangalore,1669.6779063781103,3,2,8.588784256356627,1,Unfurnished,Ground,3,0,0,0,1,0,1,17725285.0
Chennai,1325.9213015913433,4,3,1.8995100799895916,0,Semi Furnished,Mid,1,1,1,0,1,1,0,16825447.0
Ahmedabad,1462.536721940776,3,3,47.25316793750608,1,Fully Furnished,Ground,4,0,1,0,0,1,1,10616667.0
Hyderabad,1315.6903171071501,2,2,4.7282766421014175,1,Fully Furnished,Ground,3,1,0,0,1,0,1,13287998.0
Ahmedabad,1903.5232083033436,4,2,4.882515082570782,1,Semi Furnished,Top,2,0,0,2,0,0,0,18467521.0
Mumbai,2059.843889276691,2,3,15.555798008357863,2,Semi Furnished,Mid,3,1,0,0,0,0,1,31212164.0
Ahmedabad,1641.5265811293268,2,3,22.07841265391065,0,Semi Furnished,Mid,3,0,0,0,0,0,1,10113149.0
Chennai,1330.3444064309206,4,3,62.171403927776,2,Semi Furnished,Ground,2,0,0,2,1,1,0,11976820.0
Mumbai,1479.331397595415,2,1,52.18621338725351,1,Fully Furnished,Top,3,0,0,0,1,0,1,18095258.0
Ahmedabad,1509.7998082888141,2,1,36.759408758967275,1,Unfurnished,Ground,2,0,0,0,1,0,0,6389381.0
Chennai,1098.7849800675815,3,3,8.572270326253827,2,Fully Furnished,Mid,4,0,0,1,1,1,1,13543255.0
Hyderabad,1789.4643242856173,4,3,2.734877227622138,2,Semi Furnished,Ground,4,0,0,1,0,0,0,17147619.0
Ahmedabad,1730.0211619302331,2,2,13.17305041378242,1,Unfurnished,Top,2,0,0,0,1,0,1,11437226.0
Chennai,2270.220619888337,3,2,0.26110701658969904,1,Fully Furnished,Mid,4,1,0,0,1,0,1,26532055.0
Bangalore,2127.6748901442375,3,3,3.276983384199228,0,Semi Furnished,Ground,4,0,0,0,1,0,1,25949734.0
Jaipur,1157.1625412049348,4,3,0.03798901684985026,1,Semi Furnished,Top,2,0,1,1,0,0,0,10874092.0
Bangalore,1910.1491872544823,4,3,2.9865705644774843,2,Semi Furnished,Mid,1,0,0,1,0,0,1,27424430.0
Jaipur,1024.5233084527642,4,2,9.658417518971353,0,Fully Furnished,Top,3,0,0,1,1,0,0,9262858.0
Delhi,1847.9660504704248,3,3,7.496413737989258,0,Fully Furnished,Ground,2,0,0,0,0,1,1,26020431.0
Delhi,1241.6929006199462,3,1,6.913792783223575,1,Fully Furnished,Mid,2,1,0,1,1,1,1,19943917.0
Delhi,988.3733883122078,2,3,26.66366536970599,1,Semi Furnished,Top,2,0,0,2,0,0,0,11006429.0
Hyderabad,1640.0226713487023,3,1,16.858780895940754,1,Fully Furnished,Mid,2,0,0,1,0,0,1,14463770.0
Bangalore,400.0,5,3,41.334620243973475,1,Unfurnished,Ground,2,0,0,0,0,1,0,3567730.0
Jaipur,624.512212797386,3,2,8.841028979454864,1,Unfurnished,Ground,4,0,0,2,0,1,1,3850575.0
Chennai,1411.2540581128585,1,3,4.766546532802413,1,Semi Furnished,Top,4,0,1,1,0,0,0,15154117.0
Mumbai,1541.2208833174213,3,2,1.9633296826698259,1,Unfurnished,Mid,3,1,0,0,1,1,1,22812629.0
Chennai,1315.3406149209056,3,1,16.72237796274889,2,Semi Furnished,Ground,3,0,0,0,1,1,1,10257784.0
Mumbai,710.2818506412007,3,3,27.652843598520843,2,Fully Furnished,Top,4,0,0,1,1,0,1,10267770.0
Kolkata,1091.0540789307472,3,2,3.0453235271321226,1,Semi Furnished,Top,4,1,0,2,1,1,0,10382600.0
Chennai,1695.604663618697,3,2,31.64885076863491,0,Semi Furnished,Top,4,0,0,1,0,0,1,12001785.0
Ahmedabad,1790.8908853141813,2,4,11.206962466854128,1,Fully Furnished,Mid,2,0,0,0,0,1,1,13361632.0
Ahmedabad,1491.8884412020293,4,2,2.3336865555525392,2,Semi Furnished,Ground,2,1,1,0,1,1,1,15309261.0
Pune,2078.4168905184943,3,3,15.444550905838305,1,Semi Furnished,Ground,4,0,0,0,1,0,1,18021887.0
Bangalore,1698.6985117296172,2,2,11.011185889796707,2,Unfurnished,Mid,4,0,0,0,1,0,1,17629275.0
Mumbai,1126.272173020894,3,3,0.42882490555639075,1,Semi Furnished,Ground,4,1,0,1,0,0,0,18546960.0
Mumbai,1359.7489732941913,4,3,7.643476396695758,2,Unfurnished,Top,4,1,0,1,0,1,1,24292806.0
Bangalore,798.5669213960726,4,3,23.041974860640526,0,Semi Furnished,Top,3,0,0,1,0,0,1,8402636.0
Hyderabad,1445.9305048042916,3,4,12.159505580696296,1,Fully Furnished,Mid,2,1,1,2,1,0,1,18180334.0
Pune,2056.0503096106695,1,2,4.970144857373792,1,Fully Furnished,Top,2,0,0,1,1,1,0,26405642.0
Hyderabad,1842.6450423554838,1,3,39.600637531410555,2,Unfurnished,Ground,2,0,0,0,1,1,1,10706775.0
Hyderabad,2201.004662959561,2,3,4.072781835151564,1,Semi Furnished,Ground,3,1,1,0,0,1,0,20797714.0
Hyderabad,1348.5573781005035,3,2,4.370051278618932,0,Semi Furnished,Mid,4,1,0,0,1,1,0,12256625.0
Bangalore,2173.0498972571286,3,2,6.569189481004929,2,Semi Furnished,Top,2,1,1,1,1,1,0,31655517.125
Hyderabad,1403.347886776015,3,4,33.741048974138096,1,Unfurnished,Ground,1,0,0,1,0,0,1,9049421.0
Ahmedabad,2235.792541284947,3,1,10.627731911845064,0,Unfurnished,Ground,4,1,1,0,0,0,0,14081803.0
Delhi,1489.071626278938,1,2,17.194007011757474,1,Unfurnished,Ground,3,0,0,0,0,1,1,13326267.0
Kolkata,1853.6156869021383,2,2,56.111544958425114,1,Unfurnished,Top,5,1,0,0,1,1,1,12764660.0
Mumbai,2237.5561821549277,3,1,22.938364229232658,1,Unfurnished,Ground,3,0,1,0,0,0,1,24012797.0
Mumbai,1403.2861857093972,2,3,2.8420075253575914,2,Unfurnished,Top,2,0,0,1,0,1,1,20977555.0
Kolkata,1609.194493772087,2,2,23.29259814064239,1,Fully Furnished,Ground,2,0,0,0,0,0,1,11005811.0
Bangalore,2144.431712603151,3,2,20.69497471505499,1,Fully Furnished,Top,3,0,0,1,0,1,1,26061533.0
Chennai,1433.4984180349682,4,3,3.9715387041187173,0,Semi Furnished,Ground,3,1,1,1,0,1,0,16601658.0
Bangalore,839.5538587469194,4,2,5.903414856577973,1,Semi Furnished,Top,2,0,0,2,0,1,1,12715539.0
Mumbai,2571.503527292455,4,3,18.57474990342172,0,Unfurnished,Mid,2,1,1,1,1,0,0,31655517.125
Mumbai,1265.1177678314316,3,3,4.084870918246375,0,Fully Furnished,Mid,2,1,1,1,1,0,1,25430644.0
Kolkata,1579.3780254687715,3,3,3.501447910764861,0,Unfurnished,Mid,4,1,0,0,1,0,0,12328964.0
Hyderabad,2078.0033347255635,2,3,18.234243507512815,0,Fully Furnished,Ground,2,1,0,2,1,0,0,17898485.0
Bangalore,1195.753048134399,5,1,31.87857495236851,0,Fully Furnished,Top,3,1,0,0,0,0,1,14181541.0
Jaipur,996.0660433889349,2,1,1.1696936534925904,1,Fully Furnished,Ground,4,1,0,0,1,1,1,8123021.0
Kolkata,1626.8686483874167,2,2,8.856360948692744,0,Fully Furnished,Top,2,0,0,1,0,1,1,14570870.0
Ahmedabad,603.4618010438052,2,1,14.015874296841957,0,Unfurnished,Top,1,1,0,1,0,1,0,3562732.0
Mumbai,1356.04696156604,5,2,16.917996083280634,2,Unfurnished,Ground,2,0,1,0,1,0,0,18831305.0
Kolkata,1622.519332157703,5,2,80.0,1,Unfurnished,Top,2,0,0,1,0,0,0,11517665.0
Bangalore,1365.024051587418,4,2,17.218233643740994,1,Fully Furnished,Mid,2,0,0,0,0,1,0,15696353.0
Mumbai,728.2745284071265,3,2,14.519845035636623,0,Semi Furnished,Ground,2,1,0,0,1,1,1,9830280.0
Chennai,2297.088978102006,3,2,68.68398976814798,1,Unfurnished,Mid,3,0,0,1,1,1,1,16179050.0
Kolkata,1551.7690769745877,5,2,0.9387966612562533,1,Unfurnished,Mid,1,0,0,2,1,0,1,14497531.0
Pune,2215.5760588808707,3,2,1.1602944866085396,1,Semi Furnished,Mid,1,0,0,2,1,0,1,23905304.0
Mumbai,1369.9818749097776,4,2,12.337994292584778,1,Unfurnished,Ground,4,0,0,0,1,0,0,16556119.0
Bangalore,1059.9940091546182,3,3,6.663041045266719,1,Unfurnished,Mid,3,1,0,0,1,0,1,13755098.0
Delhi,1634.59046012758,3,3,1.5254670362854488,2,Fully Furnished,Ground,4,1,0,0,0,0,0,22570913.0
Jaipur,1392.1064368358902,4,3,5.488955281464657,2,Semi Furnished,Ground,1,1,0,1,0,1,1,10322082.0
Lucknow,911.119271004321,2,3,16.82918810899662,0,Semi Furnished,Mid,1,0,0,0,0,0,1,5043203.0
Hyderabad,2234.892129393748,4,3,31.88102114828959,1,Semi Furnished,Top,3,0,0,1,1,1,1,19193120.0
Lucknow,1188.864888553002,3,1,1.486112686385233,0,Unfurnished,Top,3,0,0,2,0,0,1,7725072.0
Bangalore,579.8668076022158,4,1,11.65266288689392,1,Semi Furnished,Ground,4,1,0,1,0,1,0,6319319.0
Ahmedabad,2164.0830269786666,3,3,5.2671163625894675,1,Fully Furnished,Mid,4,0,0,0,0,1,0,20059952.0
Ahmedabad,1247.8509920936883,3,2,16.508891075190288,1,Semi Furnished,Ground,3,1,0,2,1,0,0,8401340.0
Delhi,1196.0880536921877,3,2,11.959343059038126,1,Semi Furnished,Top,3,1,0,0,1,1,0,17480281.0
Hyderabad,617.306206485013,3,1,39.200172476010344,1,Fully Furnished,Ground,4,0,0,0,0,1,1,4246908.0
Pune,2370.470743298495,3,2,0.5761842367401594,1,Unfurnished,Ground,4,1,0,0,1,0,1,23514518.0
Delhi,855.2597063951563,5,3,9.524229074774755,0,Fully Furnished,Top,2,0,0,2,1,0,1,16935742.0
Lucknow,1529.224740352825,3,2,3.212005594952119,1,Fully Furnished,Mid,3,0,0,0,1,0,0,11030353.0
Delhi,1956.3101612702203,2,2,11.543352966542956,2,Semi Furnished,Top,3,0,0,0,0,0,0,25353401.0
Lucknow,1710.8584665015485,4,2,28.819073924518975,0,Semi Furnished,Mid,4,1,0,0,0,0,1,8758776.0
Mumbai,1470.1728440039042,2,3,36.340226108712194,1,Semi Furnished,Mid,4,1,0,2,0,0,1,18793339.0
Ahmedabad,649.1670708562918,3,3,7.618240955347177,1,Semi Furnished,Top,2,0,0,0,0,0,0,5280436.0
Mumbai,1095.137582116358,2,2,25.0521985144641,1,Fully Furnished,Ground,4,0,1,0,1,1,1,14738118.0
Jaipur,1593.900169021261,4,3,4.938149631116392,1,Unfurnished,Ground,4,1,0,2,0,0,0,11454813.0
Hyderabad,1106.412965006502,2,2,0.09487359653645427,1,Unfurnished,Top,2,0,0,2,1,1,0,9428593.0
Pune,1601.6797299993839,2,3,28.99007354535001,2,Semi Furnished,Mid,3,0,0,1,1,0,0,12678938.0
Lucknow,1840.8717044075709,4,3,1.907485321559216,2,Semi Furnished,Top,3,1,0,2,0,1,1,18326674.0
Pune,1981.2514429000507,4,4,0.26652066442197575,0,Semi Furnished,Ground,3,1,0,1,0,0,1,23137869.0
Lucknow,886.9103210936584,2,2,6.549639144604342,1,Unfurnished,Ground,3,1,1,0,0,0,1,5066699.0
Bangalore,2598.3230274894768,4,1,7.15554425839041,1,Fully Furnished,Mid,2,1,0,1,0,0,1,31655517.125
Delhi,1883.7396722770652,4,2,1.2054691672329463,0,Fully Furnished,Top,4,0,0,1,1,1,0,31655517.125
Jaipur,1499.1429231654681,2,1,25.244865870964414,1,Unfurnished,Ground,1,1,0,1,1,0,1,7135949.0
Ahmedabad,2044.7682915383202,4,2,7.802858327743154,1,Fully Furnished,Top,3,0,0,1,1,1,1,21459607.0
Lucknow,2682.7038859999866,3,2,10.097921813352675,2,Unfurnished,Top,2,1,0,1,1,1,0,19567931.0
Pune,780.6399494715653,3,2,4.610626052600298,2,Fully Furnished,Top,3,1,0,2,1,0,0,11787130.0
Jaipur,1387.3686787543231,3,3,10.746444453122017,0,Fully Furnished,Mid,3,1,1,1,0,1,1,13124093.0
Chennai,400.0,3,2,21.833469891691657,1,Semi Furnished,Ground,5,0,0,1,0,0,1,2714721.0
Chennai,1596.3257663240124,1,4,35.496092553423495,1,Unfurnished,Mid,4,0,0,0,0,0,1,10356892.0
Mumbai,1682.6971209625704,4,3,52.8655340121717,0,Unfurnished,Ground,2,0,0,2,1,0,0,18993323.0
Ahmedabad,1480.4189422786203,1,3,8.345818069810333,1,Semi Furnished,Ground,3,0,0,1,1,0,0,9635955.0
Bangalore,1172.733214500845,3,3,69.12842711830064,2,Semi Furnished,Top,2,0,1,1,1,0,1,14196101.0
Pune,475.2427419058374,2,3,5.242419868371928,1,Unfurnished,Top,3,0,0,1,1,0,0,4504018.0
Delhi,1686.7668417058844,4,3,0.10500571312775764,2,Unfurnished,Ground,3,0,0,1,1,0,1,22744325.0
Delhi,2227.7172419576627,3,2,21.890528929858313,1,Semi Furnished,Top,2,0,0,2,1,1,0,27758647.0
Pune,1204.490772133284,3,2,2.948175157170942,1,Unfurnished,Top,3,0,0,1,1,1,1,13134936.0
Hyderabad,1720.0299645115724,3,3,0.8082101836835794,0,Semi Furnished,Top,1,0,0,2,0,0,0,17665238.0
Bangalore,715.9278432899747,4,2,38.657090222839955,0,Unfurnished,Mid,2,0,0,0,0,0,0,5016515.0
Jaipur,1728.606531846257,3,1,23.53962215748705,1,Semi Furnished,Mid,4,1,0,1,1,1,1,10831983.0
Lucknow,1303.3088511276715,4,3,1.6248869754644988,1,Unfurnished,Ground,1,0,0,0,1,1,1,8763579.0
Hyderabad,1118.7910246985427,2,2,22.5027102683993,1,Unfurnished,Top,3,0,0,1,1,0,1,8181432.0
Lucknow,1119.8181793919348,2,3,27.868459982459168,1,Fully Furnished,Top,4,1,0,1,0,1,1,7616381.0
Lucknow,1303.194208983495,3,1,35.35588294064956,2,Unfurnished,Top,4,0,0,1,1,0,0,6992570.0
Hyderabad,1691.2166578462677,4,2,11.768876846169745,1,Semi Furnished,Mid,3,1,0,1,0,0,0,14994443.0
Mumbai,843.9183994022411,2,2,18.231173196375305,1,Fully Furnished,Ground,2,0,0,2,0,1,1,12233608.0
Chennai,1301.4423342160735,1,3,21.54735727235458,1,Semi Furnished,Top,4,0,0,0,0,1,1,9709641.0
Lucknow,1479.264111000426,2,1,17.50203090020719,0,Semi Furnished,Mid,3,1,0,2,0,1,0,8272656.0
Hyderabad,950.4803877340704,3,3,15.612240037667291,2,Semi Furnished,Mid,2,0,1,0,1,0,0,8889653.0
Hyderabad,2398.3326008375084,3,1,11.896477046726067,1,Semi Furnished,Top,2,1,0,1,0,0,0,19845977.0
Kolkata,1073.2522599693293,4,1,9.785706894341097,0,Unfurnished,Top,1,1,0,1,1,1,1,9560275.0
Mumbai,1165.2815431832548,2,2,80.0,2,Semi Furnished,Mid,2,0,0,1,1,1,1,13053251.0
Ahmedabad,1010.846025088751,2,2,6.17739704045917,2,Fully Furnished,Mid,4,1,0,1,0,0,1,8867604.0
Kolkata,2399.240043569059,3,2,1.38615055164755,1,Fully Furnished,Ground,2,1,0,1,1,0,1,24876219.0
Kolkata,1776.4526142997408,3,1,21.72490612647548,1,Semi Furnished,Mid,2,1,0,1,1,1,1,13946189.0
Pune,1031.703996878179,3,2,3.6086261052955884,2,Unfurnished,Mid,2,1,0,0,1,0,0,9691048.0
Chennai,2053.1157794299843,2,2,11.411544289100572,0,Fully Furnished,Ground,2,0,1,0,0,0,1,20038981.0
Hyderabad,1600.3493471444392,4,3,1.5105957211118524,1,Unfurnished,Mid,2,1,0,2,0,0,1,15419732.0
Chennai,1628.6267105557508,3,1,14.485518345760235,0,Fully Furnished,Mid,4,0,0,2,0,1,0,15513864.0
Bangalore,1327.7613956237738,3,2,43.23803714318068,1,Semi Furnished,Ground,2,1,0,1,1,0,1,11889779.0
Pune,1125.2920065215135,3,2,19.24008481680903,2,Fully Furnished,Ground,4,1,0,0,0,0,0,10548914.0
Ahmedabad,1668.8830495273007,2,3,3.6221864630883363,1,Semi Furnished,Top,5,1,1,0,1,0,0,16575727.0
Chennai,1227.4563850022048,4,3,53.178464956819994,1,Unfurnished,Mid,4,0,1,0,0,0,0,9481772.0
Delhi,2408.3778147875523,4,3,5.502760938818299,1,Fully Furnished,Top,1,0,0,2,1,1,1,31655517.125
Lucknow,865.354447378448,3,1,8.606880359772067,2,Fully Furnished,Ground,2,1,0,1,1,0,0,6019771.0
Bangalore,2268.0783864274727,3,3,10.340824421650886,1,Semi Furnished,Mid,2,1,0,1,1,0,1,28438124.0
Mumbai,1444.3405756010998,2,3,70.19637493515232,0,Unfurnished,Ground,3,1,0,1,1,0,0,12893847.0
Ahmedabad,1649.542867010553,3,3,1.0706904077345039,1,Semi Furnished,Mid,2,0,0,1,0,1,1,15313779.0
Bangalore,1916.5788833147174,3,2,17.896892358746584,1,Semi Furnished,Top,1,0,0,0,1,0,0,21253388.0
Lucknow,1184.875352497782,4,3,6.739629842956273,0,Unfurnished,Mid,2,0,0,1,0,1,1,7663066.0
Pune,1932.1241923493183,2,2,1.2234443754533622,2,Semi Furnished,Ground,2,0,0,1,0,0,0,19498384.0
Lucknow,400.0,1,2,41.00782752352102,1,Semi Furnished,Mid,1,0,0,2,1,0,0,1807180.0
Kolkata,1140.0052333890303,2,2,13.368789238668809,2,Unfurnished,Top,2,1,0,0,1,0,1,9189829.0
Lucknow,1037.9685963294673,2,2,21.006995118995725,1,Fully Furnished,Top,2,0,1,0,0,0,1,8026277.0
Kolkata,873.2469938141192,3,2,4.124161896215104,0,Unfurnished,Top,4,0,0,0,1,1,0,7011321.0
Pune,1392.5225809605245,2,2,21.503363500915945,0,Unfurnished,Ground,2,0,0,0,0,0,1,8415372.0
Jaipur,1692.8749840908474,4,3,26.44543223651333,2,Unfurnished,Mid,4,1,0,1,1,1,1,11397444.0
Kolkata,1851.329999249653,2,2,8.453625909705524,0,Semi Furnished,Mid,3,1,0,2,0,1,0,15358842.0
Mumbai,1620.4383786002038,3,3,12.727955840765327,1,Unfurnished,Ground,4,0,0,0,0,1,0,19776439.0
Lucknow,1167.1532675532267,3,2,53.56513163023729,0,Semi Furnished,Top,3,1,1,1,0,1,0,7213165.0
Lucknow,1684.5082189125835,5,4,28.13327803979957,1,Unfurnished,Ground,4,1,0,1,1,0,0,9523790.0
Mumbai,1562.1428474254253,5,3,8.827755622272994,0,Unfurnished,Mid,2,0,1,2,0,0,0,25329239.0
Delhi,1968.028083968008,4,2,16.385302381933162,0,Semi Furnished,Mid,4,1,0,2,0,0,0,24199713.0
Hyderabad,1888.4683514657584,4,3,23.003236466863324,1,Semi Furnished,Mid,2,0,0,1,0,1,1,15790588.0
Jaipur,1515.2382069603145,3,2,0.3694448349735752,1,Fully Furnished,Mid,4,0,0,0,1,1,0,13522771.0
Ahmedabad,1051.3734969193715,4,1,13.314309622074672,1,Fully Furnished,Mid,1,0,0,0,1,0,1,9133325.0
Kolkata,1173.5249220839596,5,2,62.53144481535472,1,Semi Furnished,Top,3,1,0,0,0,0,0,8416873.0
Mumbai,1225.1053201809832,1,2,44.113165122684194,1,Fully Furnished,Ground,3,1,0,1,1,0,0,14333769.0
Pune,1342.366833041872,3,2,26.796242082793043,1,Semi Furnished,Top,3,1,0,1,1,1,1,12970434.0
Kolkata,1634.0252137948767,2,2,1.6843351539422973,1,Fully Furnished,Mid,3,0,0,0,1,0,0,15569220.0
Hyderabad,1857.5871950640292,3,3,76.84392807556327,2,Fully Furnished,Top,3,1,0,0,0,1,0,17478363.0
Pune,1474.4406534923112,3,2,14.1063752666082,1,Semi Furnished,Ground,4,1,0,1,1,0,0,13031494.0
Bangalore,1508.0623939502361,3,2,3.782952787251323,1,Unfurnished,Mid,2,0,0,1,1,0,0,17532074.0
Lucknow,1571.6531525000019,3,4,16.825236580904267,2,Semi Furnished,Top,2,0,0,0,0,0,1,11731174.0
Bangalore,1242.04734343383,5,2,29.12376679411903,2,Fully Furnished,Ground,4,1,0,1,1,0,0,14666402.0
Kolkata,1037.303871178522,3,3,1.7872905626670275,1,Fully Furnished,Top,2,0,0,1,1,1,1,11492923.0
Hyderabad,622.2810513446451,4,2,37.23252183678555,2,Semi Furnished,Top,4,1,1,2,1,1,0,6282665.0
Jaipur,1152.4253209615638,3,2,37.92428141749191,0,Fully Furnished,Ground,3,1,0,2,1,0,1,7866069.0
Kolkata,1736.5727266338936,3,2,0.20333809965104158,2,Semi Furnished,Mid,1,0,0,2,1,0,1,18072597.0
Mumbai,1148.5442809802162,3,4,34.586721186281345,0,Fully Furnished,Top,1,1,1,0,1,0,1,17890812.0
Chennai,1381.0964812870302,2,2,44.01050622589396,1,Fully Furnished,Mid,4,0,1,2,1,0,0,11423015.0
Kolkata,1733.2156437061585,3,2,0.5763075340048424,2,Unfurnished,Ground,4,0,0,0,0,1,1,14101594.0
Lucknow,1760.3447482113343,3,3,5.225634824235311,0,Semi Furnished,Mid,2,1,0,1,0,1,1,12189226.0
Lucknow,960.2335739169805,3,4,7.004703229158322,0,Unfurnished,Top,2,1,0,1,0,0,1,5874008.0
Kolkata,1998.5296782268206,3,1,6.43616107877304,1,Unfurnished,Top,5,0,0,1,1,1,1,15991183.0
Pune,2063.675044677743,3,3,21.344576673571314,1,Fully Furnished,Ground,3,0,0,0,1,0,0,19158475.0
Chennai,935.0750713907202,3,2,6.649945464032652,0,Semi Furnished,Top,2,0,0,0,0,0,0,8321521.0
Mumbai,1088.081565179423,3,2,47.05211558637642,1,Fully Furnished,Top,3,1,0,1,0,0,1,16802728.0
Kolkata,2095.545341573096,2,2,79.45265271224802,1,Semi Furnished,Ground,4,0,0,2,1,0,1,13048753.0
Pune,1426.5732393723495,2,2,5.714928869195968,0,Unfurnished,Mid,3,1,0,1,0,1,1,12678163.0
Lucknow,400.0,1,2,10.663581533268736,1,Fully Furnished,Mid,3,0,1,1,0,0,0,2691284.0
Lucknow,800.1592476336568,2,2,12.236701478718222,0,Fully Furnished,Mid,2,1,0,0,0,1,1,5124527.0
Hyderabad,1375.3151874137593,2,2,12.991196162114703,1,Unfurnished,Mid,3,0,0,0,1,0,1,9363748.0
Kolkata,918.478674857699,1,2,7.031082302498295,1,Unfurnished,Top,2,0,0,0,1,1,0,6744519.0
Chennai,1293.2881146817792,2,2,2.7227112785620777,2,Semi Furnished,Mid,3,1,0,0,0,1,0,13503968.0
Delhi,1516.1981068417895,3,4,0.8415813656789792,1,Fully Furnished,Ground,3,1,0,1,1,1,1,27145991.0
Chennai,2231.1273020173644,2,3,1.686593793008852,0,Unfurnished,Ground,3,0,0,2,0,1,1,18441998.0
Lucknow,1354.7730418861056,3,2,34.73372337458025,1,Semi Furnished,Mid,2,0,0,0,1,0,0,6220456.0
Lucknow,2036.2708997863795,4,3,4.935375677791557,2,Semi Furnished,Top,3,0,0,1,1,1,1,19104033.0
Bangalore,2214.380081018385,4,2,1.1990141804620282,1,Unfurnished,Ground,3,0,0,0,0,1,1,26133705.0
Lucknow,2217.1548346760383,3,1,14.653741771583542,1,Fully Furnished,Ground,3,1,0,2,1,1,0,14873342.0
Mumbai,1642.377296692784,4,2,1.1744047804488753,2,Unfurnished,Top,1,0,0,0,0,0,0,26247678.0
Ahmedabad,518.3554260805129,3,2,1.089414282455761,1,Unfurnished,Ground,2,0,0,1,0,0,1,3696484.0
Kolkata,1730.4124327019326,2,3,14.575882507904407,2,Semi Furnished,Mid,2,0,1,0,1,0,0,15046158.0
Chennai,2024.1999439067704,5,4,13.425104361101383,1,Semi Furnished,Mid,4,0,0,0,0,0,1,18739049.0
Ahmedabad,1459.4664472822915,4,2,0.635430304865429,0,Semi Furnished,Mid,3,0,1,0,1,0,1,14709958.0
Pune,2372.291935037624,3,2,9.256071146203885,0,Unfurnished,Top,4,1,0,0,0,1,0,23262570.0
Delhi,1929.916780733729,3,2,8.58435465382354,1,Semi Furnished,Ground,4,0,0,1,1,1,0,22742103.0
Mumbai,1784.136688576392,3,2,11.867657114434362,1,Unfurnished,Ground,3,0,1,1,1,1,1,25744018.0
Chennai,2043.190355602919,2,3,20.0822736382,1,Unfurnished,Top,2,0,0,0,0,1,1,14835516.0
Ahmedabad,1666.684925630439,2,2,4.986009053514929,0,Semi Furnished,Mid,2,1,0,0,1,1,0,12573083.0
Delhi,400.0,3,1,8.505128151134034,2,Unfurnished,Mid,2,1,0,0,0,1,1,5250588.0
Bangalore,1250.4305242648172,4,3,23.606912804542816,2,Semi Furnished,Top,3,1,0,2,1,1,1,16174159.0
Mumbai,2098.5840136239267,1,2,38.373078394679304,1,Unfurnished,Ground,3,0,0,1,0,1,1,17454063.0
Mumbai,1096.204329950852,4,4,33.29062276194471,1,Unfurnished,Mid,4,0,0,0,1,1,0,12557577.0
Bangalore,1388.2637473815305,2,2,9.740714288586368,0,Semi Furnished,Mid,1,0,0,0,1,0,1,14890855.0
Kolkata,977.5818430484644,3,2,11.036618213087253,1,Unfurnished,Ground,3,0,0,1,0,0,0,6518868.0
Bangalore,2391.9612976008843,3,1,11.296816180744367,1,Unfurnished,Mid,3,1,0,2,1,0,1,29438727.0
Mumbai,2340.7462287090075,3,2,30.455836288104777,1,Semi Furnished,Ground,3,1,0,1,1,0,1,27680780.0
Mumbai,1058.0655524296353,2,3,27.48305180348501,1,Fully Furnished,Ground,2,0,0,0,0,1,0,12497408.0
Ahmedabad,1573.649000194542,3,2,5.599308111848111,1,Semi Furnished,Mid,3,0,0,2,1,0,0,12914116.0
Lucknow,1159.7529761179762,3,3,2.666274631278754,0,Fully Furnished,Mid,3,1,1,0,1,0,0,10823502.0
Delhi,1807.472319515689,2,2,7.145748511602245,0,Unfurnished,Ground,3,1,1,1,0,1,0,23315901.0
Bangalore,1754.8415386211645,2,3,5.103724402621422,2,Fully Furnished,Top,2,1,0,0,0,0,0,25329368.0
Delhi,1905.8527858066327,3,4,45.172049402277345,0,Semi Furnished,Top,4,1,0,2,0,1,0,22696910.0
Bangalore,1665.9592238539437,3,2,4.63697068224952,0,Unfurnished,Mid,2,0,0,0,0,1,0,18040796.0
Pune,2858.437593116735,2,2,2.9988537842672183,1,Fully Furnished,Ground,4,1,0,0,0,1,0,31655517.125
Mumbai,986.0381174946306,3,3,34.460838606557026,1,Semi Furnished,Ground,4,1,0,0,1,1,1,11386644.0
Lucknow,644.6983227817428,4,2,1.3567272273729138,1,Fully Furnished,Ground,3,1,1,1,1,1,1,6371641.0
